customer_id,event_date,event_type,event_value
102880,2025-10-23,search,3.04
102881,2023-10-31,watch,37.45
102881,2024-04-13,search,36.78
102881,2022-02-04,share,45.45
102881,2025-04-05,watch,47.43
102881,2022-08-08,search,91.37
102881,2024-04-04,purchase,23.91
102881,2024-08-24,login,71.01
102881,2024-05-02,search,67.84
102881,2023-12-29,share,24.29
102881,2022-08-09,watch,92.31
102882,2024-07-05,login,55.9
102882,2025-10-03,share,46.47
102882,2023-08-07,watch,68.6
102882,2024-09-05,purchase,84.76
102882,2024-12-01,search,40.31
102882,2025-07-09,search,17.3
102882,2022-08-22,search,53.62
102882,2022-11-27,watch,17.93
102882,2024-11-03,login,57.04
102882,2022-09-05,purchase,87.39
102882,2022-04-24,login,29.03
102882,2025-01-27,share,53.91
102882,2023-07-06,login,60.86
102882,2024-11-19,share,77.85
102883,2022-06-21,share,58.51
102883,2024-11-03,watch,11.46
102883,2024-05-07,purchase,30.53
102883,2022-02-02,purchase,7.78
102883,2024-04-03,purchase,27.74
102883,2024-11-03,share,72.81
102883,2024-11-06,share,25.33
102884,2025-07-24,login,20.7
102884,2025-09-10,share,17.72
102884,2022-08-23,search,35.9
102884,2022-10-06,purchase,98.81
102884,2023-04-15,purchase,3.7
102884,2023-07-18,login,53.23
102884,2023-08-20,share,32.07
102884,2025-03-15,share,68.66
102885,2025-03-31,search,84.21
102885,2022-10-27,search,38.12
102885,2023-12-02,purchase,5.72
102885,2025-08-11,watch,12.85
102885,2024-09-04,purchase,21.09
102885,2024-02-15,login,90.52
102885,2023-08-23,watch,69.95
102885,2023-10-10,watch,48.81
102885,2024-06-25,share,68.98
102885,2022-02-02,search,6.7
102886,2024-10-24,purchase,80.27
102886,2022-02-09,purchase,56.71
102886,2023-11-05,login,22.95
102886,2023-08-22,share,20.67
102886,2025-02-05,watch,8.4
102886,2022-12-11,share,54.38
102886,2024-05-23,search,44.19
102886,2022-09-02,purchase,14.21
102887,2025-07-14,login,11.38
102887,2023-12-06,purchase,57.87
102887,2022-03-30,purchase,76.91
102887,2022-07-27,login,43.27
102887,2025-07-27,watch,32.03
102887,2024-09-29,watch,63.13
102888,2022-03-26,watch,14.82
102888,2023-12-09,search,56.52
102888,2024-09-02,search,46.17
102888,2025-05-09,share,15.38
102888,2024-02-25,search,68.77
102888,2025-06-21,login,84.93
102888,2025-10-23,watch,81.62
102888,2022-05-04,watch,21.35
102888,2023-01-20,share,81.75
102888,2022-02-25,search,7.09
102888,2022-07-28,share,63.49
102888,2022-06-02,search,79.59
102888,2024-06-04,login,17.55
102888,2025-09-22,search,41.73
102888,2024-08-19,purchase,58.81
102888,2022-01-02,share,53.77
102889,2025-09-13,login,27.62
102889,2023-10-21,purchase,79.69
102889,2024-09-30,login,30.41
102889,2022-08-12,share,13.87
102889,2025-07-08,watch,89.32
102889,2024-05-15,watch,16.77
102889,2024-01-16,watch,43.54
102889,2023-01-22,search,45.58
102889,2025-04-18,share,89.11
102889,2024-05-12,purchase,13.0
102890,2025-09-19,share,4.86
102890,2025-05-10,search,70.78
102890,2022-11-23,share,75.96
102890,2024-12-31,purchase,24.38
102890,2025-06-19,share,30.16
102890,2022-02-20,search,62.34
102890,2023-04-18,purchase,44.3
102891,2025-05-16,login,5.57
102891,2024-11-27,share,37.54
102891,2025-07-26,login,93.66
102891,2024-02-14,purchase,8.0
102891,2023-12-11,search,61.81
102891,2023-08-11,purchase,79.35
102891,2023-04-12,share,90.82
102891,2025-01-26,search,1.99
102891,2022-06-04,search,29.48
102891,2024-08-05,watch,23.03
102891,2022-12-30,login,9.01
102891,2024-03-18,purchase,16.61
102891,2024-11-13,purchase,27.91
102891,2022-01-10,share,67.84
102891,2023-10-10,purchase,62.19
102891,2022-01-04,search,48.31
102891,2024-06-19,login,61.68
102892,2025-04-12,share,87.09
102892,2022-09-06,purchase,15.39
102892,2024-03-23,purchase,95.16
102892,2024-09-20,search,55.31
102892,2024-10-14,watch,85.52
102892,2024-02-04,login,22.87
102892,2024-10-31,share,22.3
102892,2024-05-11,watch,21.42
102892,2025-03-24,share,49.16
102892,2025-05-08,search,86.66
102892,2022-06-18,share,71.71
102893,2023-08-14,purchase,48.09
102893,2025-04-18,search,25.17
102893,2025-07-09,purchase,46.77
102893,2023-07-26,watch,98.01
102893,2023-03-29,purchase,55.88
102893,2024-02-14,search,82.4
102893,2025-01-26,login,87.0
102893,2023-04-19,purchase,81.31
102893,2022-01-28,purchase,48.85
102893,2023-05-23,watch,63.97
102893,2024-08-28,search,91.49
102893,2023-03-08,search,91.08
102893,2023-06-27,login,67.99
102893,2022-03-23,share,93.26
102893,2024-09-07,login,29.17
102893,2023-07-05,search,37.25
102894,2024-03-31,watch,1.01
102894,2024-03-01,share,6.26
102894,2024-03-21,search,4.54
102894,2022-03-14,purchase,44.41
102894,2023-10-12,login,74.46
102894,2024-11-21,search,74.7
102894,2022-10-14,purchase,72.32
102894,2024-08-05,watch,82.15
102894,2023-03-16,search,90.89
102894,2022-02-13,purchase,80.72
102894,2023-06-30,search,96.81
102894,2025-07-26,watch,21.92
102895,2022-03-16,purchase,62.81
102895,2025-08-05,search,19.26
102895,2022-08-17,watch,76.95
102895,2022-04-09,login,97.98
102895,2024-02-02,share,22.79
102895,2024-09-06,watch,27.97
102895,2024-10-09,search,19.87
102895,2025-09-09,purchase,51.75
102895,2023-02-01,share,86.78
102895,2023-03-03,share,57.36
102895,2023-03-11,purchase,51.38
102895,2022-10-07,login,30.1
102895,2024-07-13,search,15.45
102895,2022-12-02,search,17.72
102896,2025-05-05,share,91.18
102896,2025-08-09,search,12.15
102896,2024-08-14,search,13.22
102896,2023-11-23,purchase,63.21
102896,2025-09-11,share,88.11
102896,2024-08-31,search,87.53
102896,2022-04-20,watch,78.79
102896,2024-09-12,login,45.06
102897,2024-02-24,search,91.16
102897,2023-03-24,purchase,71.38
102897,2025-05-21,search,16.44
102897,2025-10-05,purchase,52.32
102897,2023-10-17,search,76.56
102897,2024-12-21,share,97.72
102897,2024-09-10,login,53.19
102897,2024-10-01,purchase,17.39
102898,2024-05-20,login,41.72
102898,2024-07-20,share,13.64
102898,2025-05-06,search,16.17
102898,2025-07-30,share,73.62
102898,2022-06-15,watch,10.36
102898,2025-08-28,share,73.38
102898,2024-09-02,purchase,28.22
102898,2025-05-25,watch,34.22
102898,2024-04-15,share,84.11
102898,2022-11-29,purchase,79.79
102898,2022-04-03,search,38.8
102898,2022-01-02,search,71.8
102899,2023-02-14,search,15.79
102899,2022-12-01,login,95.86
102899,2025-08-04,purchase,94.45
102899,2023-05-16,purchase,56.14
102899,2022-11-30,search,40.33
102899,2023-08-05,login,96.58
102899,2023-01-11,watch,10.0
102899,2024-01-14,watch,68.79
102899,2025-07-11,purchase,87.45
102899,2023-04-25,login,86.52
102899,2025-06-27,share,41.88
102899,2024-07-07,purchase,2.17
102899,2023-03-05,search,4.48
102899,2022-02-21,search,67.53
102900,2025-09-24,share,28.38
102900,2022-06-07,purchase,11.4
102900,2023-11-19,share,37.78
102900,2023-04-13,watch,22.92
102900,2022-09-03,purchase,93.19
102900,2023-05-31,purchase,55.7
102900,2025-05-07,search,94.32
102901,2025-02-15,share,2.05
102901,2024-11-23,login,25.46
102901,2022-04-11,share,19.32
102901,2025-10-29,login,41.74
102901,2025-07-11,watch,10.56
102901,2023-01-16,search,7.34
102901,2023-09-11,search,83.98
102901,2025-02-05,share,31.5
102901,2022-09-19,login,10.09
102901,2025-02-24,share,61.32
102901,2024-07-20,share,88.96
102901,2025-06-27,search,3.68
102901,2023-09-02,watch,55.52
102901,2024-08-20,watch,33.58
102901,2022-11-21,share,52.57
102901,2025-10-06,login,96.45
102902,2022-07-07,purchase,92.95
102902,2022-05-04,purchase,70.13
102902,2022-05-03,share,69.43
102902,2024-06-10,watch,43.29
102902,2024-03-09,share,34.92
102902,2024-08-07,login,31.36
102902,2022-12-30,purchase,54.52
102902,2022-09-14,search,54.66
102902,2023-02-28,login,52.65
102902,2024-04-01,search,53.77
102902,2022-04-06,purchase,14.52
102902,2023-11-11,login,63.45
102902,2024-01-01,login,72.46
102902,2024-07-02,search,49.41
102902,2024-01-30,share,86.03
102902,2022-08-15,search,16.87
102903,2022-11-15,share,18.19
102903,2023-01-22,watch,78.9
102903,2024-08-30,search,70.52
102903,2025-09-01,share,53.75
102903,2024-03-07,search,88.78
102903,2024-01-06,search,12.91
102903,2022-10-29,share,84.85
102903,2025-10-17,share,61.86
102903,2025-02-17,search,41.01
102903,2022-09-04,search,42.58
102903,2024-09-13,watch,26.24
102904,2023-10-30,watch,28.81
102904,2022-07-17,purchase,10.85
102904,2023-08-08,share,86.32
102904,2022-11-28,login,25.16
102904,2024-05-09,purchase,54.33
102904,2022-08-12,search,92.35
102904,2023-10-23,purchase,64.98
102904,2023-03-18,share,24.52
102904,2024-11-12,search,79.26
102904,2023-07-11,watch,4.99
102904,2025-01-20,watch,14.99
102905,2022-06-30,login,21.31
102905,2025-05-08,watch,43.04
102905,2023-03-10,watch,64.74
102905,2024-01-23,search,3.47
102905,2025-08-27,share,88.63
102905,2025-04-22,purchase,70.53
102905,2024-09-29,search,74.87
102905,2025-05-12,share,34.95
102905,2025-09-30,search,86.66
102905,2024-09-05,share,52.65
102905,2022-10-10,search,72.4
102905,2024-10-16,search,98.58
102905,2024-03-20,login,17.29
102905,2022-11-22,purchase,34.4
102905,2023-02-11,purchase,17.75
102905,2023-02-23,watch,45.18
102905,2024-04-16,search,92.65
102905,2025-07-29,watch,72.52
102905,2025-04-08,purchase,12.02
102906,2022-12-13,purchase,47.41
102906,2024-04-21,share,53.21
102906,2024-11-26,watch,23.6
102906,2025-01-11,purchase,16.65
102906,2023-10-19,search,32.41
102906,2023-07-17,purchase,55.1
102906,2022-04-10,search,62.78
102906,2023-03-23,watch,89.62
102906,2022-04-09,watch,25.23
102906,2024-06-03,watch,78.59
102906,2025-10-31,purchase,39.65
102907,2022-01-26,login,86.31
102907,2024-06-07,search,87.19
102907,2022-11-07,search,80.72
102907,2024-12-11,share,26.03
102907,2025-10-03,search,71.81
102907,2024-04-13,login,21.44
102907,2025-06-02,share,70.74
102907,2022-04-13,purchase,42.62
102907,2025-08-13,login,84.13
102907,2025-04-27,share,76.26
102908,2025-10-06,share,5.21
102908,2025-01-10,watch,81.72
102908,2022-11-06,login,82.14
102908,2024-01-28,watch,40.32
102908,2023-05-20,share,30.22
102908,2023-03-21,share,24.75
102908,2024-12-05,purchase,2.55
102908,2025-06-26,purchase,13.54
102908,2024-01-21,login,19.82
102908,2024-05-24,purchase,64.81
102908,2022-10-14,search,63.91
102908,2024-12-25,login,37.49
102908,2025-06-23,search,47.71
102908,2024-09-20,search,89.28
102908,2022-04-05,share,66.46
102908,2024-01-10,watch,25.13
102908,2023-10-18,search,69.46
102908,2024-01-04,search,87.72
102908,2024-09-29,search,25.01
102909,2024-06-16,watch,70.06
102909,2024-08-30,login,57.29
102909,2023-10-22,purchase,65.94
102909,2023-02-06,share,95.15
102909,2025-10-06,login,83.26
102909,2023-05-16,watch,67.84
102909,2023-07-22,login,96.62
102909,2023-09-03,search,67.89
102909,2024-09-30,search,51.8
102909,2024-01-19,watch,56.39
102909,2024-06-09,search,28.16
102909,2025-06-25,login,23.56
102909,2025-06-06,search,74.23
102909,2023-07-08,purchase,15.55
102909,2023-03-27,search,63.24
102909,2025-06-23,search,23.75
102909,2023-03-23,purchase,20.96
102909,2025-09-14,share,75.98
102910,2023-10-14,search,2.44
102910,2022-11-07,share,77.22
102910,2024-04-28,purchase,20.98
102910,2022-10-28,share,6.5
102910,2025-03-18,watch,45.73
102910,2023-11-28,login,27.24
102910,2025-03-19,share,98.88
102910,2023-03-14,search,36.07
102910,2024-02-05,share,47.39
102910,2025-04-18,share,4.84
102910,2025-10-11,watch,2.66
102911,2023-08-31,watch,74.66
102911,2025-10-15,purchase,68.81
102911,2023-07-04,search,93.52
102911,2025-01-18,search,37.06
102911,2023-02-26,share,78.48
102911,2022-05-02,search,84.2
102911,2025-10-14,watch,68.06
102911,2025-07-24,login,33.46
102912,2025-05-28,purchase,9.34
102912,2022-05-15,purchase,14.44
102912,2024-01-23,share,42.28
102912,2022-03-01,login,89.22
102912,2025-01-14,watch,72.7
102912,2022-12-01,search,82.14
102912,2022-07-11,share,22.26
102912,2023-07-25,login,35.12
102912,2024-06-28,watch,52.86
102912,2023-03-28,purchase,95.4
102912,2022-09-05,login,92.18
102912,2024-11-22,login,84.4
102913,2022-04-18,watch,88.91
102913,2025-08-15,purchase,95.91
102913,2023-12-05,login,71.18
102913,2022-04-12,watch,46.19
102913,2022-12-05,share,74.12
102913,2022-08-24,purchase,69.04
102913,2023-09-02,login,64.95
102913,2023-08-26,share,65.31
102913,2023-06-25,login,17.23
102913,2024-08-29,search,98.0
102914,2025-02-06,login,7.41
102914,2023-01-14,watch,7.37
102914,2025-02-28,watch,57.29
102914,2025-03-14,share,33.93
102914,2024-03-27,share,58.62
102914,2024-01-04,login,9.68
102914,2023-11-27,share,67.24
102914,2024-02-13,login,81.84
102914,2024-04-23,purchase,47.38
102914,2022-07-16,purchase,78.78
102914,2022-08-22,login,29.56
102914,2024-07-13,login,87.1
102914,2024-10-01,search,33.43
102915,2022-05-14,login,29.97
102915,2022-08-27,watch,91.19
102915,2023-10-14,share,78.47
102915,2023-12-07,purchase,85.3
102915,2023-11-04,purchase,91.07
102915,2025-05-12,search,63.17
102915,2022-01-30,purchase,1.7
102915,2023-06-23,purchase,42.65
102915,2024-10-15,share,75.71
102915,2023-03-04,purchase,27.36
102915,2023-07-16,watch,24.66
102915,2023-03-04,share,74.62
102915,2023-01-22,purchase,12.34
102916,2023-07-20,login,87.36
102916,2022-12-22,watch,36.07
102916,2024-05-18,search,53.33
102916,2025-07-29,purchase,26.73
102916,2022-03-29,share,27.31
102916,2023-10-05,watch,77.08
102916,2023-07-16,share,61.84
102916,2023-01-22,watch,42.46
102916,2024-08-21,login,94.95
102916,2022-10-23,purchase,73.43
102917,2025-09-30,login,31.36
102917,2025-01-23,share,47.1
102917,2025-01-21,login,48.64
102917,2025-09-25,watch,75.62
102917,2023-05-26,purchase,51.98
102917,2023-04-06,share,29.54
102917,2023-09-01,search,32.24
102917,2022-11-02,purchase,17.77
102917,2025-02-28,login,85.14
102917,2023-02-27,share,97.17
102917,2022-02-14,watch,28.32
102917,2022-05-11,share,93.96
102917,2024-12-08,purchase,22.49
102917,2024-09-10,login,81.67
102917,2024-01-22,search,67.25
102917,2024-05-11,login,89.24
102917,2025-04-27,purchase,1.77
102918,2025-08-26,watch,57.75
102918,2022-10-31,login,98.99
102918,2025-05-04,purchase,43.09
102918,2022-04-28,search,40.42
102918,2025-06-30,purchase,23.65
102918,2024-02-06,watch,43.21
102918,2024-09-26,watch,18.18
102918,2023-06-03,search,42.57
102918,2023-07-25,login,81.92
102918,2023-01-20,login,44.33
102918,2024-07-17,watch,97.41
102918,2024-08-04,share,64.33
102918,2024-03-04,share,31.81
102918,2023-07-08,purchase,38.37
102918,2025-07-16,login,68.62
102919,2022-01-24,search,67.65
102919,2025-03-11,search,51.12
102919,2022-11-18,login,60.3
102919,2025-09-21,login,58.55
102919,2022-07-08,login,71.88
102919,2025-02-24,share,98.36
102919,2024-09-26,share,24.64
102919,2022-11-11,search,6.94
102919,2023-09-08,login,2.88
102919,2024-03-14,search,94.54
102919,2025-06-08,share,68.1
102919,2024-01-30,purchase,65.68
102919,2022-01-09,purchase,19.92
102919,2023-04-16,share,10.77
102919,2025-08-08,watch,10.32
102919,2024-04-26,watch,82.66
102919,2025-08-22,login,86.68
102919,2023-02-01,share,3.18
102920,2025-04-12,search,81.17
102920,2024-11-11,search,84.43
102920,2022-08-18,login,17.04
102920,2022-02-14,purchase,98.74
102920,2022-07-09,login,15.93
102920,2025-04-05,watch,43.35
102920,2023-06-01,purchase,95.9
102920,2024-04-26,login,97.92
102920,2022-09-12,purchase,59.07
102920,2023-12-29,watch,44.35
102920,2023-08-13,share,4.06
102920,2022-10-27,watch,94.31
102920,2025-05-29,share,76.53
102920,2023-08-25,share,79.13
102921,2024-12-10,purchase,14.46
102921,2023-11-18,login,21.46
102921,2025-08-24,share,17.86
102921,2022-04-12,search,89.48
102921,2023-01-21,watch,36.97
102921,2025-10-25,share,69.34
102921,2023-02-14,watch,83.5
102921,2025-02-04,watch,67.19
102921,2022-01-10,search,25.62
102921,2024-02-10,purchase,50.19
102922,2022-10-27,search,42.02
102922,2024-08-26,search,39.21
102922,2023-05-10,search,15.69
102922,2024-11-26,search,45.57
102922,2022-06-17,watch,67.45
102923,2022-10-13,purchase,85.89
102923,2025-05-24,search,6.2
102923,2024-12-05,purchase,92.15
102923,2022-09-22,search,60.9
102923,2022-03-01,login,2.85
102924,2024-11-14,login,22.04
102924,2023-08-02,share,95.92
102924,2023-09-27,search,89.05
102924,2022-10-06,login,83.76
102924,2022-08-06,search,72.64
102924,2024-02-25,search,7.9
102924,2022-12-12,watch,95.94
102924,2024-01-18,search,15.4
102924,2023-10-26,search,74.44
102925,2022-01-15,watch,48.01
102925,2023-05-14,watch,42.86
102925,2023-10-23,watch,77.37
102925,2024-08-11,purchase,31.06
102925,2023-03-15,watch,30.31
102925,2023-04-18,purchase,47.34
102925,2023-06-08,watch,83.49
102925,2022-10-28,share,7.6
102925,2024-06-13,share,36.08
102925,2022-06-27,purchase,51.75
102925,2024-04-27,purchase,72.88
102925,2022-07-10,purchase,86.74
102926,2024-05-21,search,40.89
102926,2022-03-21,login,56.44
102926,2023-12-30,share,14.51
102926,2023-09-16,share,40.77
102926,2022-10-10,login,83.91
102926,2023-04-04,share,28.23
102926,2022-03-02,search,59.02
102926,2024-07-27,share,69.87
102926,2024-10-16,share,77.04
102926,2024-05-18,share,47.78
102926,2023-08-15,search,27.21
102926,2024-10-18,login,72.5
102926,2022-02-13,share,73.01
102926,2022-10-15,login,61.59
102926,2022-03-29,purchase,26.38
102927,2025-09-27,search,61.7
102927,2022-05-16,search,52.64
102927,2025-06-01,share,72.84
102927,2025-05-29,search,32.27
102927,2024-10-09,watch,64.01
102927,2023-03-22,share,80.1
102927,2023-10-06,watch,73.1
102927,2022-09-07,purchase,99.02
102927,2024-11-03,purchase,32.44
102927,2024-08-08,watch,4.66
102927,2024-03-19,purchase,9.21
102927,2023-02-10,watch,84.03
102927,2024-07-14,search,20.39
102927,2023-09-15,watch,71.25
102927,2022-01-17,search,55.5
102927,2023-09-05,watch,20.04
102927,2022-05-24,login,56.8
102928,2025-10-13,search,76.43
102928,2024-02-07,purchase,82.45
102928,2023-01-14,share,39.96
102928,2022-05-05,purchase,89.65
102928,2024-10-22,purchase,74.85
102928,2024-01-02,watch,54.63
102928,2025-02-01,search,90.88
102928,2022-12-24,share,8.88
102928,2022-12-25,login,24.32
102928,2022-04-08,search,11.73
102928,2022-05-05,login,25.28
102928,2025-02-11,search,9.74
102928,2024-02-03,login,51.79
102929,2025-04-19,share,10.19
102929,2024-10-01,purchase,17.76
102929,2023-10-29,login,31.27
102929,2022-10-09,share,97.24
102929,2025-08-17,purchase,95.36
102929,2025-07-02,share,68.23
102929,2025-03-15,search,39.88
102929,2024-04-03,search,31.14
102929,2022-10-29,search,43.89
102929,2022-11-13,share,75.19
102929,2023-12-12,search,12.28
102929,2022-12-28,purchase,76.1
102929,2023-01-20,search,26.35
102929,2024-01-10,login,83.66
102929,2022-08-21,search,85.48
102930,2024-04-01,share,52.62
102930,2024-07-13,login,85.68
102930,2023-06-10,watch,19.35
102930,2025-07-20,login,1.33
102930,2024-04-20,login,56.6
102930,2023-09-30,share,16.65
102930,2024-08-19,share,51.85
102930,2024-06-08,watch,68.63
102930,2022-02-12,share,75.88
102930,2022-09-10,search,50.48
102930,2023-02-28,watch,61.48
102930,2023-08-05,search,52.43
102930,2023-02-13,purchase,13.95
102930,2022-08-30,share,89.67
102930,2025-07-06,watch,52.94
102931,2024-10-31,search,78.28
102931,2024-09-11,login,18.51
102931,2025-08-24,login,76.22
102931,2025-05-25,purchase,24.93
102931,2025-02-08,login,8.28
102932,2025-02-28,purchase,50.44
102932,2022-09-11,share,85.85
102932,2025-02-08,login,42.08
102932,2025-06-15,purchase,82.79
102932,2022-06-22,purchase,90.74
102932,2024-02-11,login,70.2
102932,2023-05-13,search,68.15
102932,2024-09-25,purchase,6.93
102932,2022-09-12,login,80.18
102932,2023-01-27,watch,67.05
102932,2025-07-10,purchase,49.85
102932,2024-02-04,search,14.23
102932,2022-08-25,search,90.95
102932,2022-08-28,search,7.22
102933,2023-10-31,purchase,14.11
102933,2024-07-17,share,49.63
102933,2023-08-22,share,93.55
102933,2023-09-23,share,32.48
102933,2023-08-16,watch,7.66
102933,2023-09-03,share,10.71
102933,2025-10-22,login,78.27
102933,2024-10-15,purchase,56.91
102933,2023-02-16,login,56.42
102933,2023-05-07,login,81.08
102933,2023-08-18,search,1.63
102933,2025-09-17,share,48.21
102933,2024-06-24,purchase,41.62
102933,2024-05-15,search,52.8
102934,2022-01-30,search,87.68
102934,2022-02-24,search,13.25
102934,2022-04-22,purchase,99.89
102934,2022-11-15,purchase,85.21
102934,2024-08-12,login,61.81
102934,2024-04-25,login,82.84
102934,2024-01-08,watch,28.01
102934,2025-05-18,search,74.18
102934,2024-12-18,login,81.78
102934,2022-09-23,share,74.68
102934,2022-10-11,share,54.79
102934,2023-04-24,login,73.14
102934,2023-08-03,search,7.74
102934,2025-04-12,purchase,62.79
102934,2022-06-28,purchase,36.23
102934,2025-10-17,watch,46.0
102934,2022-09-12,login,69.41
102934,2025-05-02,login,77.74
102934,2025-01-29,watch,68.42
102935,2024-11-08,login,98.39
102935,2024-11-21,watch,51.63
102935,2023-08-09,share,88.14
102935,2022-06-26,login,15.64
102935,2025-10-27,login,43.65
102935,2024-10-14,share,73.91
102935,2025-07-18,watch,74.06
102935,2025-10-10,watch,66.84
102935,2024-05-12,search,11.08
102935,2022-12-03,search,84.85
102935,2022-09-09,login,72.75
102935,2023-08-16,search,92.44
102935,2024-09-09,share,53.59
102935,2023-02-13,login,47.65
102935,2025-09-03,purchase,16.87
102935,2025-04-13,search,5.63
102935,2024-01-30,purchase,28.57
102935,2025-10-08,purchase,30.49
102936,2022-03-01,login,84.71
102936,2022-11-15,search,45.43
102936,2023-03-22,share,44.63
102936,2024-03-24,purchase,5.43
102936,2022-01-25,login,25.41
102936,2022-07-01,login,32.63
102936,2023-09-09,search,1.89
102936,2023-12-06,share,50.51
102936,2023-12-12,watch,94.79
102936,2024-11-08,watch,52.83
102936,2025-02-03,search,36.61
102936,2024-11-23,share,23.49
102936,2025-10-05,share,94.46
102936,2025-08-28,share,34.17
102936,2025-04-13,watch,88.68
102937,2022-01-28,login,42.47
102937,2024-08-14,share,90.18
102937,2025-08-24,login,91.26
102937,2023-12-29,watch,79.43
102937,2024-08-07,search,14.03
102937,2023-03-07,purchase,83.91
102937,2025-04-06,share,80.35
102937,2024-10-14,search,8.27
102937,2023-06-12,watch,50.77
102937,2022-01-03,watch,72.56
102937,2024-07-15,watch,4.7
102937,2024-04-11,login,41.24
102937,2023-11-30,watch,58.11
102937,2024-05-20,search,66.18
102938,2023-07-18,search,13.22
102938,2024-12-10,purchase,91.18
102938,2023-09-05,login,1.04
102938,2023-05-12,share,28.71
102938,2024-10-14,login,50.11
102938,2024-12-09,watch,91.97
102938,2024-01-19,login,62.24
102938,2022-09-19,search,90.91
102938,2025-09-11,watch,14.4
102938,2022-05-30,watch,52.01
102938,2023-05-20,purchase,26.0
102938,2022-02-05,search,55.31
102938,2024-03-15,search,99.41
102938,2024-11-06,share,50.4
102938,2024-09-23,search,74.15
102939,2023-09-20,share,97.65
102939,2024-03-21,share,8.12
102939,2023-10-12,share,28.48
102939,2022-05-08,login,23.19
102939,2025-03-07,watch,99.91
102939,2025-08-17,watch,43.21
102939,2024-08-31,search,90.7
102939,2022-11-09,share,84.51
102939,2024-04-06,purchase,76.17
102939,2025-01-08,search,97.88
102939,2025-01-11,purchase,31.98
102939,2024-01-05,watch,97.49
102939,2023-07-21,share,23.79
102939,2024-02-16,purchase,69.1
102939,2022-07-14,watch,3.31
102940,2024-09-14,login,40.77
102940,2024-08-07,purchase,67.85
102940,2025-06-23,share,34.21
102940,2024-05-05,purchase,37.66
102940,2024-04-17,watch,28.89
102940,2023-12-04,purchase,97.2
102940,2025-03-18,share,47.42
102940,2024-09-24,watch,8.11
102940,2024-06-26,search,28.97
102940,2024-03-25,purchase,77.1
102940,2023-02-09,watch,92.22
102940,2023-01-12,watch,43.89
102940,2023-04-01,share,67.33
102941,2023-05-08,watch,34.41
102941,2023-10-16,purchase,7.55
102941,2024-06-03,login,42.12
102941,2025-01-05,watch,40.05
102941,2024-04-27,watch,65.27
102941,2022-10-09,watch,34.79
102941,2023-05-21,watch,62.9
102941,2023-04-16,share,81.59
102941,2025-06-26,search,83.3
102941,2022-10-10,login,41.56
102941,2022-11-22,purchase,99.98
102941,2024-03-18,login,17.43
102941,2023-11-13,search,22.79
102941,2022-01-27,share,14.08
102941,2023-05-09,search,97.2
102942,2022-01-28,search,47.06
102942,2024-08-11,login,34.51
102942,2023-04-27,search,45.04
102942,2023-10-22,search,92.99
102942,2023-09-20,search,16.94
102942,2023-12-11,share,34.23
102942,2025-04-19,search,71.59
102942,2022-09-05,login,25.62
102942,2024-06-27,search,88.63
102942,2025-06-08,login,61.6
102942,2025-09-03,purchase,56.4
102942,2025-09-19,purchase,76.19
102942,2023-10-02,share,80.27
102942,2025-02-13,share,58.36
102942,2024-07-08,watch,66.39
102942,2022-11-13,login,83.48
102943,2024-05-24,login,30.12
102943,2022-09-15,watch,38.23
102943,2022-05-10,purchase,54.74
102943,2025-10-30,share,18.95
102943,2022-07-31,login,64.65
102943,2024-05-22,share,44.4
102943,2022-09-06,search,29.69
102943,2024-12-14,share,5.55
102943,2022-06-02,search,6.27
102943,2022-01-11,watch,28.34
102943,2024-07-16,login,55.38
102943,2023-11-08,login,78.81
102943,2023-08-26,purchase,42.91
102943,2024-09-16,search,69.44
102943,2025-09-06,watch,29.83
102944,2022-06-14,login,96.18
102944,2025-07-17,purchase,75.66
102944,2022-03-06,watch,84.42
102944,2023-07-03,login,5.68
102944,2025-05-18,watch,58.97
102944,2023-10-07,share,24.36
102944,2025-06-11,search,14.8
102944,2022-12-07,login,43.79
102944,2022-10-27,watch,91.43
102944,2023-09-02,share,26.99
102944,2023-11-10,share,75.04
102945,2022-09-03,purchase,91.75
102945,2023-11-05,watch,9.52
102945,2024-05-28,watch,51.64
102945,2022-04-04,share,19.23
102945,2025-05-12,purchase,20.99
102946,2024-06-08,share,39.09
102946,2024-04-14,watch,76.01
102946,2025-01-23,watch,22.34
102946,2023-09-04,login,89.74
102946,2024-03-06,share,21.1
102946,2023-03-15,login,99.91
102946,2023-02-05,purchase,41.81
102946,2025-07-25,search,51.46
102946,2023-01-05,login,73.79
102946,2024-01-02,watch,41.65
102946,2023-04-15,watch,46.61
102946,2025-03-31,share,49.89
102946,2024-03-29,share,2.6
102947,2024-12-15,login,14.4
102947,2023-05-29,share,96.48
102947,2024-08-15,login,30.33
102947,2025-06-04,purchase,66.9
102947,2025-10-05,share,10.46
102947,2025-04-12,search,3.88
102947,2022-02-23,purchase,1.61
102947,2022-08-22,search,17.69
102947,2024-11-15,watch,99.5
102947,2022-11-08,share,44.78
102947,2023-12-07,purchase,83.56
102947,2023-05-12,watch,77.12
102947,2022-06-03,search,23.98
102947,2024-06-06,search,39.52
102947,2022-03-29,watch,90.74
102947,2023-08-23,share,86.91
102947,2024-09-07,purchase,98.07
102948,2024-01-12,login,2.61
102948,2024-10-01,watch,27.87
102948,2025-08-16,share,76.09
102948,2022-04-16,share,62.69
102948,2025-08-23,purchase,91.54
