customer_id,signup_date,age,gender,country,plan_type,monthly_fee
102633,2025-02-24,30,Male,Australia,Premium,39.99
102634,2023-11-26,58,Female,Australia,Premium,39.99
102635,2024-11-05,19,Male,India,Premium,39.99
102636,2023-04-22,54,Male,USA,Premium,39.99
102637,2024-12-21,62,Female,UK,Basic,9.99
102638,2024-05-30,33,Female,Canada,Standard,19.99
102639,2023-03-08,65,Female,USA,Basic,9.99
102640,2022-09-25,41,Female,Australia,Standard,19.99
102641,2024-11-24,52,Male,India,Premium,39.99
102642,2024-02-18,39,Female,UK,Basic,9.99
102643,2023-05-09,53,Male,India,Standard,19.99
102644,2023-10-23,28,Female,Australia,Standard,19.99
102645,2024-10-09,63,Male,India,Basic,9.99
102646,2024-11-24,46,Other,UK,Basic,9.99
102647,2024-09-03,52,Female,India,Basic,9.99
102648,2023-04-27,65,Female,UK,Basic,9.99
102649,2023-12-29,32,Female,India,Standard,19.99
102650,2023-04-25,48,Female,India,Standard,19.99
102651,2024-12-24,59,Male,UK,Basic,9.99
102652,2024-10-28,58,Male,India,Premium,39.99
102653,2022-12-09,60,Female,USA,Standard,19.99
102654,2022-11-28,33,Male,Canada,Standard,19.99
102655,2023-03-14,27,Female,USA,Basic,9.99
102656,2022-06-23,66,Male,Canada,Standard,19.99
102657,2023-07-13,49,Male,USA,Basic,9.99
102658,2023-06-11,68,Female,Canada,Standard,19.99
102659,2023-10-21,19,Other,India,Standard,19.99
102660,2022-01-26,41,Female,UK,Basic,9.99
102661,2024-03-30,40,Female,UK,Premium,39.99
102662,2023-08-28,19,Female,Australia,Standard,19.99
102663,2023-02-10,55,Male,Canada,Basic,9.99
102664,2022-08-20,48,Male,Australia,Premium,39.99
102665,2023-06-17,68,Female,Australia,Standard,19.99
102666,2023-05-20,57,Female,Canada,Standard,19.99
102667,2022-06-28,43,Female,UK,Standard,19.99
102668,2022-05-12,46,Other,Canada,Basic,9.99
102669,2022-12-14,20,Male,India,Premium,39.99
102670,2023-06-24,31,Male,Australia,Standard,19.99
102671,2024-02-11,42,Female,Australia,Basic,9.99
102672,2022-03-17,65,Male,Canada,Premium,39.99
102673,2023-08-02,18,Male,Australia,Standard,19.99
102674,2024-05-03,20,Male,UK,Standard,19.99
102675,2022-07-13,43,Male,Australia,Premium,39.99
102676,2025-03-31,35,Female,Canada,Basic,9.99
102677,2022-12-13,26,Female,UK,Basic,9.99
102678,2024-08-08,55,Female,UK,Basic,9.99
102679,2025-01-15,40,Female,Australia,Premium,39.99
102680,2022-08-02,38,Male,Canada,Basic,9.99
102681,2023-07-27,18,Female,Australia,Basic,9.99
102682,2024-02-19,38,Male,India,Basic,9.99
102683,2022-09-19,44,Male,India,Basic,9.99
102684,2023-12-31,59,Male,UK,Standard,19.99
102685,2022-10-10,23,Female,Australia,Premium,39.99
102686,2022-12-28,61,Female,India,Basic,9.99
102687,2023-03-17,53,Female,USA,Standard,19.99
102688,2022-04-03,45,Female,India,Standard,19.99
102689,2024-01-23,62,Male,Australia,Standard,19.99
102690,2024-05-16,34,Female,Australia,Premium,39.99
102691,2022-05-22,57,Female,India,Standard,19.99
102692,2024-01-19,69,Male,Australia,Basic,9.99
102693,2023-10-15,20,Male,Australia,Premium,39.99
102694,2023-12-02,29,Female,USA,Standard,19.99
102695,2024-09-24,56,Female,UK,Basic,9.99
102696,2022-02-18,29,Female,Australia,Basic,9.99
102697,2024-05-30,19,Female,Canada,Premium,39.99
102698,2025-03-05,63,Other,UK,Standard,19.99
102699,2023-07-09,39,Male,UK,Standard,19.99
102700,2023-02-08,40,Male,Canada,Premium,39.99
102701,2024-06-10,47,Male,India,Standard,19.99
102702,2024-05-14,22,Male,USA,Basic,9.99
102703,2023-08-25,26,Female,Australia,Standard,19.99
102704,2022-12-07,38,Female,India,Standard,19.99
102705,2023-12-05,28,Female,Canada,Standard,19.99
102706,2022-11-14,22,Male,USA,Basic,9.99
102707,2023-09-10,52,Female,USA,Basic,9.99
102708,2023-01-17,44,Male,USA,Standard,19.99
102709,2022-08-21,66,Male,Canada,Premium,39.99
102710,2024-03-27,19,Female,India,Standard,19.99
102711,2023-07-07,41,Female,Australia,Premium,39.99
102712,2024-05-05,48,Male,USA,Standard,19.99
102713,2024-03-29,50,Male,USA,Premium,39.99
102714,2022-07-02,56,Female,India,Basic,9.99
102715,2024-11-30,47,Male,USA,Basic,9.99
102716,2023-02-01,63,Male,USA,Standard,19.99
102717,2024-02-18,54,Female,Canada,Basic,9.99
102718,2024-06-25,68,Male,UK,Standard,19.99
102719,2022-05-07,45,Male,India,Premium,39.99
102720,2022-01-01,48,Female,India,Standard,19.99
102721,2025-04-06,28,Other,India,Premium,39.99
102722,2022-01-19,40,Other,Canada,Standard,19.99
102723,2023-08-07,19,Male,Canada,Standard,19.99
102724,2023-04-01,57,Male,Australia,Standard,19.99
102725,2024-08-14,58,Male,Canada,Basic,9.99
102726,2025-02-06,44,Male,India,Basic,9.99
102727,2023-03-21,52,Female,Australia,Standard,19.99
102728,2023-08-25,19,Female,UK,Premium,39.99
102729,2022-04-13,56,Female,USA,Standard,19.99
102730,2024-09-14,54,Male,USA,Basic,9.99
102731,2023-06-04,38,Male,Australia,Basic,9.99
102732,2025-03-22,22,Female,UK,Premium,39.99
102733,2024-05-08,69,Male,USA,Standard,19.99
102734,2022-06-23,62,Female,Australia,Premium,39.99
102735,2024-10-01,38,Female,Canada,Standard,19.99
102736,2023-03-07,46,Female,India,Standard,19.99
102737,2023-12-28,37,Male,UK,Standard,19.99
102738,2024-04-29,55,Female,USA,Basic,9.99
102739,2024-09-16,37,Male,India,Standard,19.99
102740,2023-10-01,67,Male,Australia,Standard,19.99
102741,2023-02-24,42,Female,USA,Standard,19.99
102742,2023-08-17,19,Male,India,Premium,39.99
102743,2023-04-30,49,Female,Canada,Basic,9.99
102744,2023-02-16,43,Female,UK,Standard,19.99
102745,2024-07-24,23,Female,Australia,Basic,9.99
102746,2025-01-12,58,Female,USA,Basic,9.99
102747,2025-02-10,20,Male,Canada,Standard,19.99
102748,2022-11-28,50,Other,UK,Basic,9.99
102749,2023-10-17,18,Female,UK,Standard,19.99
102750,2022-02-10,68,Female,Canada,Basic,9.99
102751,2024-08-16,22,Male,USA,Basic,9.99
102752,2022-04-15,30,Female,UK,Basic,9.99
102753,2022-07-21,36,Male,Australia,Basic,9.99
102754,2023-03-26,29,Female,India,Premium,39.99
102755,2024-06-28,65,Male,Australia,Standard,19.99
102756,2022-07-29,42,Female,UK,Premium,39.99
102757,2023-07-17,68,Male,India,Basic,9.99
102758,2025-02-15,52,Male,Canada,Standard,19.99
102759,2023-12-14,29,Male,India,Standard,19.99
102760,2024-02-10,47,Male,India,Basic,9.99
102761,2025-01-12,22,Male,India,Standard,19.99
102762,2023-03-30,51,Female,UK,Standard,19.99
102763,2023-10-29,39,Female,USA,Standard,19.99
102764,2023-09-21,56,Female,UK,Standard,19.99
102765,2023-01-22,30,Female,USA,Standard,19.99
102766,2022-10-23,64,Male,Canada,Basic,9.99
102767,2022-09-15,20,Male,Canada,Standard,19.99
102768,2025-01-09,37,Male,Canada,Premium,39.99
102769,2022-09-25,48,Female,Canada,Basic,9.99
102770,2023-02-23,22,Female,Canada,Standard,19.99
102771,2022-08-23,41,Male,Australia,Standard,19.99
102772,2024-09-12,57,Male,UK,Standard,19.99
102773,2023-07-28,50,Female,USA,Standard,19.99
102774,2022-02-18,25,Female,Canada,Basic,9.99
102775,2025-02-24,41,Female,Australia,Standard,19.99
102776,2022-08-11,67,Female,Australia,Standard,19.99
102777,2024-07-09,37,Female,Australia,Standard,19.99
102778,2022-10-04,33,Male,UK,Standard,19.99
102779,2025-02-04,67,Male,Canada,Standard,19.99
102780,2023-02-24,69,Female,Australia,Premium,39.99
102781,2023-09-03,29,Female,Australia,Standard,19.99
102782,2023-01-10,30,Female,Canada,Standard,19.99
102783,2022-03-14,62,Male,UK,Basic,9.99
102784,2024-11-19,59,Male,Australia,Basic,9.99
102785,2022-07-14,56,Male,USA,Premium,39.99
102786,2025-03-25,42,Male,India,Standard,19.99
102787,2025-04-10,63,Male,India,Standard,19.99
102788,2024-04-26,49,Female,India,Standard,19.99
102789,2024-11-30,41,Female,UK,Basic,9.99
102790,2024-12-22,65,Male,Australia,Premium,39.99
102791,2022-01-23,64,Female,India,Standard,19.99
102792,2022-12-26,61,Male,India,Standard,19.99
102793,2025-01-03,26,Female,Canada,Basic,9.99
102794,2023-07-14,57,Male,Australia,Standard,19.99
102795,2023-11-03,67,Male,Australia,Basic,9.99
102796,2025-02-15,40,Female,Canada,Standard,19.99
102797,2023-11-10,67,Male,Australia,Standard,19.99
102798,2023-03-16,30,Male,USA,Basic,9.99
102799,2024-07-21,49,Male,UK,Standard,19.99
102800,2022-01-07,67,Male,Canada,Standard,19.99
102801,2023-02-25,32,Male,India,Premium,39.99
102802,2024-04-12,53,Female,Australia,Standard,19.99
102803,2023-07-13,66,Female,USA,Basic,9.99
102804,2025-03-17,22,Female,USA,Basic,9.99
102805,2024-07-02,39,Male,UK,Premium,39.99
102806,2024-10-03,33,Male,USA,Standard,19.99
102807,2022-05-06,58,Male,Australia,Standard,19.99
102808,2023-01-30,27,Male,Australia,Basic,9.99
102809,2024-03-27,41,Female,USA,Basic,9.99
102810,2024-05-30,35,Male,Australia,Premium,39.99
102811,2023-07-30,66,Female,Australia,Standard,19.99
102812,2022-11-21,35,Male,India,Basic,9.99
102813,2024-07-18,24,Male,Canada,Standard,19.99
102814,2024-04-12,21,Male,Australia,Basic,9.99
102815,2024-11-20,43,Male,Australia,Premium,39.99
102816,2024-04-16,22,Male,UK,Standard,19.99
102817,2024-07-14,33,Male,Canada,Standard,19.99
102818,2023-03-19,52,Male,Canada,Standard,19.99
102819,2022-03-16,43,Female,Canada,Premium,39.99
102820,2023-07-11,35,Female,USA,Premium,39.99
102821,2025-03-24,46,Male,India,Basic,9.99
102822,2022-12-29,40,Male,India,Premium,39.99
102823,2023-03-24,31,Female,UK,Premium,39.99
102824,2022-09-19,32,Other,Canada,Basic,9.99
102825,2022-05-05,66,Female,Canada,Premium,39.99
102826,2024-06-29,50,Male,Australia,Standard,19.99
102827,2022-09-02,42,Female,USA,Standard,19.99
102828,2023-06-26,38,Female,USA,Basic,9.99
102829,2023-04-30,34,Male,UK,Standard,19.99
102830,2022-05-02,40,Female,India,Basic,9.99
102831,2022-05-05,60,Male,Canada,Premium,39.99
102832,2022-06-19,34,Other,UK,Premium,39.99
102833,2022-05-04,31,Female,USA,Standard,19.99
102834,2024-11-24,46,Female,USA,Standard,19.99
102835,2025-01-15,37,Female,USA,Standard,19.99
102836,2023-10-08,47,Male,Canada,Basic,9.99
102837,2024-02-25,36,Female,Canada,Standard,19.99
102838,2022-07-20,56,Female,Canada,Standard,19.99
102839,2023-01-04,30,Female,Australia,Basic,9.99
102840,2024-03-07,35,Female,India,Basic,9.99
102841,2022-03-18,40,Female,USA,Standard,19.99
102842,2022-02-28,63,Other,USA,Standard,19.99
102843,2023-03-07,50,Female,Australia,Premium,39.99
102844,2023-09-30,56,Female,USA,Basic,9.99
102845,2022-04-19,57,Male,USA,Basic,9.99
102846,2024-10-04,35,Female,Canada,Standard,19.99
102847,2022-03-09,26,Male,Canada,Standard,19.99
102848,2024-12-28,50,Male,India,Standard,19.99
102849,2025-04-03,49,Male,USA,Standard,19.99
102850,2022-11-01,34,Female,UK,Standard,19.99
102851,2023-11-05,36,Female,USA,Standard,19.99
102852,2022-12-31,44,Female,USA,Basic,9.99
102853,2024-03-31,23,Male,India,Basic,9.99
102854,2022-12-09,52,Female,UK,Basic,9.99
102855,2024-08-04,54,Female,USA,Basic,9.99
102856,2024-06-17,51,Male,UK,Basic,9.99
102857,2025-02-06,37,Male,Canada,Basic,9.99
102858,2024-02-01,42,Male,Canada,Premium,39.99
102859,2022-12-07,21,Female,UK,Basic,9.99
102860,2024-07-30,27,Female,USA,Basic,9.99
102861,2023-01-18,27,Male,UK,Premium,39.99
102862,2024-09-30,41,Other,UK,Standard,19.99
102863,2022-10-27,38,Male,Canada,Standard,19.99
102864,2022-05-19,28,Male,UK,Standard,19.99
102865,2022-12-25,44,Male,Australia,Standard,19.99
102866,2024-04-15,33,Male,Australia,Basic,9.99
102867,2023-04-28,43,Male,Canada,Basic,9.99
102868,2024-06-27,47,Male,USA,Premium,39.99
102869,2025-02-08,66,Female,USA,Basic,9.99
102870,2024-05-15,33,Male,Canada,Basic,9.99
102871,2022-05-19,24,Female,USA,Standard,19.99
102872,2024-09-22,33,Female,India,Basic,9.99
102873,2023-03-11,52,Male,Australia,Standard,19.99
102874,2023-05-24,33,Female,India,Premium,39.99
102875,2022-09-30,57,Male,India,Premium,39.99
102876,2025-01-27,29,Female,India,Standard,19.99
102877,2022-04-14,52,Female,Canada,Basic,9.99
102878,2024-02-01,66,Male,India,Premium,39.99
102879,2024-02-26,38,Female,UK,Basic,9.99
102880,2022-06-14,67,Female,USA,Basic,9.99
102881,2024-09-25,60,Female,Canada,Standard,19.99
102882,2023-06-04,53,Female,UK,Standard,19.99
102883,2023-06-01,65,Male,UK,Basic,9.99
102884,2023-10-19,34,Female,Australia,Standard,19.99
102885,2023-09-05,49,Male,Australia,Premium,39.99
102886,2022-06-13,58,Male,UK,Basic,9.99
102887,2022-03-05,23,Male,Australia,Standard,19.99
102888,2025-01-19,41,Male,USA,Basic,9.99
102889,2025-02-14,44,Female,USA,Standard,19.99
102890,2022-09-24,37,Female,Australia,Basic,9.99
102891,2025-03-09,42,Female,India,Standard,19.99
102892,2022-09-03,19,Male,UK,Basic,9.99
102893,2023-01-30,26,Female,USA,Premium,39.99
102894,2023-04-21,45,Female,Australia,Premium,39.99
102895,2024-09-03,55,Male,Australia,Premium,39.99
102896,2024-11-09,20,Male,USA,Basic,9.99
102897,2023-07-12,37,Female,USA,Basic,9.99
102898,2024-10-14,23,Female,India,Standard,19.99
102899,2024-06-01,56,Female,Australia,Standard,19.99
102900,2022-05-27,50,Female,Australia,Premium,39.99
102901,2023-10-28,18,Female,Canada,Standard,19.99
102902,2023-09-12,54,Male,India,Standard,19.99
102903,2024-03-30,23,Female,USA,Basic,9.99
102904,2024-05-13,62,Male,USA,Premium,39.99
102905,2023-08-05,51,Female,UK,Basic,9.99
102906,2024-10-19,64,Female,USA,Basic,9.99
102907,2023-11-26,32,Female,Australia,Premium,39.99
102908,2025-01-30,62,Other,USA,Standard,19.99
102909,2023-02-11,43,Male,Australia,Basic,9.99
102910,2023-02-03,31,Female,Australia,Basic,9.99
102911,2023-12-16,24,Female,India,Basic,9.99
102912,2023-12-05,63,Other,USA,Standard,19.99
102913,2024-01-31,48,Female,India,Basic,9.99
102914,2023-05-14,41,Male,Australia,Premium,39.99
102915,2024-08-31,48,Female,USA,Basic,9.99
102916,2022-03-23,46,Female,USA,Standard,19.99
102917,2023-08-27,59,Male,India,Basic,9.99
102918,2024-02-11,49,Female,India,Basic,9.99
102919,2024-06-21,34,Female,Australia,Standard,19.99
102920,2022-12-31,31,Female,Australia,Standard,19.99
102921,2022-06-12,57,Male,USA,Basic,9.99
102922,2024-12-07,53,Female,USA,Standard,19.99
102923,2023-05-26,65,Female,Canada,Premium,39.99
102924,2022-04-26,41,Female,Canada,Basic,9.99
102925,2024-07-29,62,Male,UK,Basic,9.99
102926,2022-12-03,44,Male,Australia,Standard,19.99
102927,2024-05-30,42,Female,UK,Standard,19.99
102928,2024-01-07,49,Female,UK,Basic,9.99
102929,2024-04-19,69,Male,India,Basic,9.99
102930,2022-05-27,35,Male,India,Standard,19.99
102931,2023-03-19,63,Male,Canada,Premium,39.99
102932,2024-04-16,35,Female,UK,Standard,19.99
102933,2024-11-02,54,Male,Canada,Basic,9.99
102934,2024-07-31,43,Male,Australia,Standard,19.99
102935,2022-10-14,26,Male,USA,Basic,9.99
102936,2023-12-21,52,Female,India,Basic,9.99
102937,2025-02-11,25,Male,Australia,Standard,19.99
102938,2023-04-25,37,Male,Australia,Premium,39.99
102939,2022-01-22,59,Female,India,Premium,39.99
102940,2023-11-14,39,Male,India,Basic,9.99
102941,2024-06-24,36,Male,UK,Standard,19.99
102942,2022-11-16,47,Female,Canada,Basic,9.99
102943,2022-05-06,45,Male,Australia,Basic,9.99
102944,2022-10-04,52,Female,UK,Premium,39.99
102945,2022-07-13,60,Male,UK,Premium,39.99
102946,2023-11-27,28,Female,Australia,Basic,9.99
102947,2022-02-26,48,Male,Australia,Basic,9.99
102948,2025-04-01,66,Female,USA,Basic,9.99
102949,2022-01-19,65,Male,Canada,Standard,19.99
102950,2022-09-21,56,Male,Australia,Premium,39.99
102951,2024-03-04,53,Female,India,Basic,9.99
102952,2022-04-23,47,Other,USA,Standard,19.99
102953,2023-06-26,40,Male,Canada,Basic,9.99
102954,2023-10-09,36,Female,India,Basic,9.99
102955,2023-08-02,29,Male,India,Standard,19.99
102956,2024-12-24,32,Female,Canada,Premium,39.99
102957,2022-01-25,48,Male,USA,Basic,9.99
102958,2022-01-01,60,Female,India,Basic,9.99
102959,2024-06-29,54,Male,UK,Basic,9.99
102960,2022-05-21,54,Male,Canada,Standard,19.99
102961,2023-10-10,32,Male,Canada,Basic,9.99
102962,2022-07-07,46,Male,Australia,Standard,19.99
102963,2025-02-25,67,Female,USA,Basic,9.99
102964,2022-07-20,60,Other,UK,Basic,9.99
102965,2025-02-24,43,Female,UK,Standard,19.99
102966,2022-09-14,61,Male,Australia,Basic,9.99
102967,2023-07-01,19,Male,India,Standard,19.99
102968,2022-07-13,37,Female,India,Standard,19.99
102969,2023-12-04,32,Other,UK,Premium,39.99
102970,2025-02-01,69,Male,USA,Basic,9.99
102971,2024-03-12,21,Female,India,Standard,19.99
102972,2024-07-30,39,Other,Canada,Basic,9.99
102973,2023-02-18,67,Female,Australia,Premium,39.99
102974,2025-01-03,55,Male,USA,Standard,19.99
102975,2024-06-28,40,Male,India,Basic,9.99
102976,2022-07-07,43,Female,UK,Basic,9.99
102977,2022-02-14,68,Female,Australia,Premium,39.99
102978,2022-03-24,28,Male,India,Premium,39.99
102979,2025-02-20,45,Male,UK,Premium,39.99
102980,2022-12-24,19,Female,India,Premium,39.99
102981,2024-12-25,25,Male,Australia,Premium,39.99
102982,2024-07-24,46,Male,Canada,Standard,19.99
102983,2023-01-10,28,Female,Canada,Basic,9.99
102984,2022-06-11,54,Female,UK,Basic,9.99
102985,2022-11-18,35,Female,Canada,Standard,19.99
102986,2023-03-26,67,Male,Australia,Standard,19.99
102987,2024-11-02,31,Female,UK,Standard,19.99
102988,2022-07-03,27,Female,India,Basic,9.99
102989,2022-04-21,52,Male,USA,Standard,19.99
102990,2023-05-23,26,Female,India,Basic,9.99
102991,2022-10-22,52,Male,Australia,Standard,19.99
102992,2024-06-22,28,Male,UK,Standard,19.99
102993,2024-08-31,61,Male,India,Basic,9.99
102994,2023-09-24,29,Male,UK,Premium,39.99
102995,2024-11-16,20,Male,Canada,Standard,19.99
102996,2024-01-03,56,Female,USA,Premium,39.99
102997,2022-11-17,31,Male,Australia,Basic,9.99
102998,2024-07-01,45,Other,India,Basic,9.99
102999,2023-03-13,28,Female,USA,Basic,9.99
103000,2024-02-20,56,Male,Australia,Basic,9.99
103001,2024-12-12,42,Male,Australia,Basic,9.99
103002,2023-12-27,38,Female,Canada,Basic,9.99
103003,2022-01-31,27,Female,UK,Premium,39.99
103004,2022-12-03,60,Male,UK,Premium,39.99
103005,2022-07-02,32,Male,USA,Premium,39.99
103006,2024-11-12,36,Female,Canada,Premium,39.99
103007,2023-06-28,65,Male,Australia,Standard,19.99
103008,2025-01-02,39,Female,Canada,Standard,19.99
103009,2024-10-30,38,Female,Canada,Basic,9.99
103010,2023-10-22,69,Male,USA,Basic,9.99
103011,2022-06-09,61,Male,UK,Standard,19.99
103012,2024-11-03,49,Male,Canada,Premium,39.99
103013,2023-02-16,67,Female,Canada,Standard,19.99
103014,2024-10-08,40,Male,Canada,Premium,39.99
103015,2022-02-22,30,Male,India,Basic,9.99
103016,2023-02-12,22,Female,Canada,Standard,19.99
103017,2024-04-26,21,Male,Canada,Standard,19.99
103018,2024-11-11,45,Female,Australia,Premium,39.99
103019,2024-11-19,31,Female,India,Premium,39.99
103020,2023-12-04,25,Male,Canada,Standard,19.99
103021,2022-09-17,26,Female,Canada,Basic,9.99
103022,2024-12-18,68,Female,USA,Basic,9.99
103023,2024-02-15,52,Male,USA,Basic,9.99
103024,2024-11-01,54,Male,India,Premium,39.99
103025,2024-04-29,38,Male,Australia,Basic,9.99
103026,2022-12-20,35,Female,India,Basic,9.99
103027,2025-01-03,50,Male,India,Basic,9.99
103028,2024-05-22,25,Other,USA,Premium,39.99
103029,2024-09-17,68,Female,USA,Standard,19.99
103030,2024-10-14,66,Male,Australia,Standard,19.99
103031,2025-03-23,34,Female,Canada,Basic,9.99
103032,2025-01-24,60,Male,Australia,Basic,9.99
103033,2022-10-21,48,Female,Canada,Basic,9.99
103034,2022-07-28,51,Female,UK,Premium,39.99
103035,2025-01-16,23,Male,USA,Premium,39.99
103036,2024-03-28,39,Male,UK,Standard,19.99
103037,2023-01-25,31,Female,UK,Basic,9.99
103038,2022-11-21,20,Female,USA,Premium,39.99
103039,2024-07-28,29,Female,UK,Standard,19.99
103040,2024-06-07,53,Male,India,Basic,9.99
103041,2025-03-26,29,Male,Canada,Basic,9.99
103042,2023-10-30,62,Male,Australia,Standard,19.99
103043,2023-09-25,19,Female,USA,Standard,19.99
103044,2023-07-31,19,Male,India,Premium,39.99
103045,2022-05-17,32,Male,Australia,Premium,39.99
103046,2023-03-04,40,Female,Australia,Basic,9.99
103047,2023-09-04,46,Female,Australia,Standard,19.99
103048,2024-06-29,34,Male,UK,Basic,9.99
103049,2024-03-29,49,Male,UK,Standard,19.99
103050,2022-05-21,24,Female,UK,Standard,19.99
103051,2025-01-11,47,Male,UK,Standard,19.99
103052,2022-06-26,45,Male,India,Premium,39.99
103053,2022-07-17,31,Male,UK,Standard,19.99
103054,2023-09-16,61,Female,USA,Premium,39.99
103055,2023-11-22,47,Female,Australia,Basic,9.99
103056,2023-02-05,34,Male,India,Basic,9.99
103057,2023-04-16,49,Male,UK,Standard,19.99
103058,2022-08-06,63,Female,Australia,Premium,39.99
103059,2024-07-17,23,Other,India,Basic,9.99
103060,2023-09-24,68,Female,Australia,Basic,9.99
103061,2024-08-08,41,Other,India,Standard,19.99
103062,2024-06-24,23,Female,Canada,Standard,19.99
103063,2022-06-24,44,Female,India,Premium,39.99
103064,2022-01-23,35,Male,UK,Standard,19.99
103065,2022-08-23,41,Male,Australia,Premium,39.99
103066,2024-11-02,54,Male,Australia,Standard,19.99
103067,2025-01-29,41,Female,Australia,Basic,9.99
103068,2024-07-17,55,Female,USA,Standard,19.99
103069,2023-06-07,51,Female,USA,Standard,19.99
103070,2023-03-07,57,Male,UK,Premium,39.99
103071,2024-03-03,64,Male,Canada,Basic,9.99
103072,2023-06-17,32,Male,USA,Basic,9.99
103073,2024-09-05,28,Male,India,Basic,9.99
103074,2024-03-20,39,Female,UK,Standard,19.99
103075,2024-07-01,41,Female,Canada,Basic,9.99
103076,2025-01-29,18,Male,India,Standard,19.99
103077,2024-05-20,35,Male,Australia,Premium,39.99
103078,2023-06-24,61,Female,USA,Standard,19.99
103079,2024-10-20,29,Male,India,Standard,19.99
103080,2022-08-15,60,Female,Canada,Premium,39.99
103081,2024-05-22,45,Male,UK,Standard,19.99
103082,2024-06-10,57,Male,India,Basic,9.99
103083,2024-11-02,24,Male,UK,Basic,9.99
103084,2022-07-29,40,Male,Australia,Standard,19.99
103085,2024-01-11,38,Female,Canada,Basic,9.99
103086,2023-02-01,51,Male,Canada,Standard,19.99
103087,2025-01-28,28,Male,USA,Premium,39.99
103088,2022-01-31,39,Male,Canada,Standard,19.99
103089,2024-06-16,59,Male,India,Basic,9.99
103090,2023-10-11,52,Male,India,Basic,9.99
103091,2022-11-25,69,Female,India,Premium,39.99
103092,2025-04-04,46,Female,Australia,Premium,39.99
103093,2024-08-09,59,Female,Canada,Standard,19.99
103094,2025-01-28,45,Male,Canada,Basic,9.99
103095,2023-09-13,35,Male,India,Standard,19.99
103096,2025-04-11,31,Male,USA,Basic,9.99
103097,2022-06-11,35,Male,USA,Basic,9.99
103098,2024-02-15,45,Female,Canada,Basic,9.99
103099,2022-10-01,41,Female,Canada,Standard,19.99
103100,2024-10-23,25,Female,UK,Basic,9.99
103101,2024-11-17,59,Male,Canada,Basic,9.99
103102,2022-11-22,62,Male,India,Basic,9.99
103103,2024-07-28,25,Female,Australia,Standard,19.99
103104,2025-03-18,21,Male,Canada,Standard,19.99
103105,2023-06-24,44,Female,Canada,Basic,9.99
103106,2023-05-03,53,Female,India,Premium,39.99
103107,2024-04-01,22,Female,UK,Standard,19.99
103108,2024-12-24,50,Female,Canada,Basic,9.99
103109,2022-12-22,66,Male,USA,Basic,9.99
103110,2022-08-23,51,Male,USA,Standard,19.99
103111,2022-08-15,47,Male,USA,Basic,9.99
103112,2022-02-18,25,Female,Australia,Basic,9.99
103113,2022-04-28,56,Male,Australia,Standard,19.99
103114,2022-02-23,64,Female,Canada,Standard,19.99
103115,2023-07-19,43,Female,Canada,Standard,19.99
103116,2024-12-03,54,Female,Canada,Standard,19.99
103117,2022-02-22,51,Male,Australia,Premium,39.99
103118,2023-07-12,24,Male,Canada,Basic,9.99
103119,2025-01-30,57,Female,India,Basic,9.99
103120,2024-05-17,45,Female,UK,Premium,39.99
103121,2023-02-02,56,Female,USA,Standard,19.99
103122,2025-03-07,56,Male,USA,Standard,19.99
103123,2023-11-06,45,Female,India,Basic,9.99
103124,2023-01-22,31,Female,Canada,Basic,9.99
103125,2022-04-21,67,Male,Australia,Basic,9.99
103126,2023-09-06,55,Female,Canada,Standard,19.99
103127,2022-01-17,21,Female,Canada,Basic,9.99
103128,2024-06-02,59,Male,USA,Standard,19.99
103129,2023-06-25,35,Male,USA,Standard,19.99
103130,2022-06-20,61,Female,Australia,Basic,9.99
103131,2023-02-13,65,Male,USA,Basic,9.99
103132,2024-01-10,42,Female,Canada,Basic,9.99
103133,2024-05-07,24,Female,India,Basic,9.99
103134,2022-08-18,55,Female,Australia,Basic,9.99
103135,2022-04-29,45,Female,India,Basic,9.99
103136,2025-03-25,22,Male,Canada,Standard,19.99
103137,2024-02-23,20,Male,Australia,Standard,19.99
103138,2023-04-10,61,Female,India,Basic,9.99
103139,2022-04-14,48,Male,Australia,Standard,19.99
103140,2023-11-29,64,Female,Canada,Premium,39.99
103141,2022-06-24,59,Female,Australia,Standard,19.99
103142,2024-01-15,37,Male,Canada,Basic,9.99
103143,2025-03-03,36,Male,Australia,Standard,19.99
103144,2023-10-27,65,Female,Australia,Standard,19.99
103145,2022-02-02,28,Female,USA,Premium,39.99
103146,2022-02-24,57,Male,Canada,Premium,39.99
103147,2023-06-03,20,Female,UK,Basic,9.99
103148,2024-01-26,40,Female,Australia,Standard,19.99
103149,2022-01-12,24,Other,India,Premium,39.99
103150,2023-12-21,40,Male,USA,Premium,39.99
103151,2023-07-09,24,Male,USA,Standard,19.99
103152,2023-01-08,63,Female,Australia,Basic,9.99
103153,2023-04-29,51,Female,UK,Basic,9.99
103154,2024-08-30,59,Male,USA,Standard,19.99
103155,2023-09-15,36,Female,Canada,Standard,19.99
103156,2022-11-03,26,Female,Australia,Premium,39.99
103157,2023-04-02,65,Male,Australia,Premium,39.99
103158,2022-06-09,68,Female,UK,Basic,9.99
103159,2022-11-27,35,Female,Canada,Standard,19.99
103160,2024-02-15,58,Male,Canada,Basic,9.99
103161,2022-08-13,65,Male,UK,Standard,19.99
103162,2024-09-09,62,Female,India,Standard,19.99
103163,2023-12-30,59,Male,Canada,Basic,9.99
103164,2024-12-04,42,Male,India,Basic,9.99
