ticket_id,customer_id,ticket_date,ticket_category,resolution_time_hrs,satisfaction_score
2501,102536,2022-07-01,Billing,5.1,3.2
2502,102538,2024-12-14,Account,14.2,4.3
2503,102538,2022-01-14,Account,58.9,4.7
2504,102539,2025-10-17,Account,42.8,2.9
2505,102539,2024-08-21,Technical,56.5,3.6
2506,102540,2022-11-15,Account,31.4,3.5
2507,102540,2023-07-02,Account,50.5,3.6
2508,102540,2023-12-30,Technical,32.4,2.1
2509,102541,2022-07-29,Account,68.7,3.4
2510,102544,2024-05-21,Feature,14.6,3.1
2511,102544,2023-01-09,Feature,70.3,2.2
2512,102545,2022-06-02,Feature,47.4,4.5
2513,102546,2022-12-28,Technical,52.4,2.4
2514,102548,2022-09-04,Billing,68.5,4.2
2515,102550,2024-10-25,Feature,52.3,2.6
2516,102551,2023-04-08,Account,43.4,2.0
2517,102552,2023-08-02,Feature,69.9,2.7
2518,102552,2024-10-31,Technical,60.1,2.3
2519,102552,2025-07-25,Technical,62.5,4.7
2520,102554,2022-11-10,Feature,49.5,2.7
2521,102555,2023-01-17,Technical,10.9,2.6
2522,102556,2022-09-06,Billing,63.5,2.4
2523,102558,2023-04-06,Technical,20.7,2.3
2524,102558,2023-10-31,Technical,15.0,3.6
2525,102559,2023-01-09,Account,5.9,4.8
2526,102560,2022-10-17,Account,43.5,3.0
2527,102561,2025-03-20,Billing,49.2,2.3
2528,102561,2022-09-08,Account,57.9,5.0
2529,102563,2022-09-27,Account,34.0,4.7
2530,102563,2022-05-11,Account,26.3,2.9
2531,102564,2022-01-17,Technical,33.9,3.5
2532,102565,2022-05-06,Feature,2.5,2.6
2533,102567,2024-02-12,Account,34.0,4.4
2534,102568,2022-12-18,Billing,12.8,2.7
2535,102569,2022-05-01,Feature,44.8,3.6
2536,102569,2022-09-29,Feature,31.3,5.0
2537,102569,2024-05-30,Billing,29.1,3.8
2538,102573,2024-10-31,Account,61.1,3.4
2539,102577,2025-01-15,Feature,7.6,3.3
2540,102577,2023-01-08,Feature,3.6,4.1
2541,102577,2022-05-23,Account,44.6,3.1
2542,102577,2023-03-27,Feature,36.8,4.9
2543,102579,2024-08-17,Account,13.2,3.7
2544,102581,2024-08-04,Billing,18.1,4.2
2545,102581,2023-05-24,Technical,44.2,2.2
2546,102582,2025-06-23,Billing,50.0,2.2
2547,102582,2024-12-14,Feature,25.3,3.6
2548,102582,2025-01-31,Feature,53.4,3.0
2549,102582,2023-09-20,Billing,67.1,2.9
2550,102583,2022-12-28,Account,58.1,3.7
2551,102584,2023-06-10,Feature,46.6,3.0
2552,102585,2024-01-20,Account,10.9,3.0
2553,102588,2023-04-19,Billing,24.8,3.5
2554,102589,2024-02-14,Account,51.3,2.6
2555,102590,2024-09-17,Feature,54.8,4.5
2556,102591,2024-09-14,Account,2.9,3.3
2557,102593,2025-06-03,Technical,37.0,3.7
2558,102598,2024-01-13,Feature,32.9,3.5
2559,102599,2022-04-13,Billing,69.2,3.0
2560,102602,2025-06-16,Account,67.2,2.5
2561,102602,2025-10-31,Account,11.7,2.8
2562,102607,2025-03-04,Feature,32.1,4.9
2563,102608,2023-04-16,Account,36.9,3.3
2564,102611,2022-04-24,Technical,3.7,3.3
2565,102612,2023-07-20,Feature,68.5,3.1
2566,102615,2024-11-21,Account,36.2,5.0
2567,102616,2022-08-17,Billing,67.2,3.7
2568,102620,2023-10-07,Feature,21.1,4.1
2569,102621,2022-09-16,Account,31.7,4.8
2570,102622,2022-07-10,Technical,39.1,4.0
2571,102623,2022-04-13,Feature,31.3,4.0
2572,102623,2024-09-30,Feature,43.1,3.2
2573,102624,2024-09-05,Feature,71.2,4.4
2574,102624,2023-12-01,Feature,8.5,2.4
2575,102625,2023-01-27,Feature,11.9,4.9
2576,102626,2024-06-17,Technical,15.3,2.3
2577,102626,2022-07-13,Account,15.4,2.1
2578,102628,2025-10-03,Feature,13.3,2.4
2579,102628,2024-11-07,Account,3.6,2.6
2580,102628,2024-03-06,Feature,71.8,3.5
2581,102629,2023-08-30,Technical,61.9,3.7
2582,102629,2023-04-23,Technical,5.6,4.0
2583,102631,2024-03-14,Billing,19.7,4.1
2584,102632,2023-05-11,Technical,21.6,3.1
2585,102633,2023-09-06,Feature,18.3,2.6
2586,102636,2022-03-24,Technical,36.5,3.7
2587,102639,2025-10-23,Technical,14.3,4.3
2588,102640,2024-02-29,Feature,66.2,3.2
2589,102640,2023-12-27,Technical,24.9,4.9
2590,102646,2022-10-16,Feature,8.2,3.1
2591,102647,2022-05-05,Technical,46.2,3.8
2592,102647,2022-12-16,Technical,49.6,4.4
2593,102648,2023-10-24,Account,8.6,2.8
2594,102649,2022-09-19,Account,54.6,3.8
2595,102650,2024-01-07,Account,67.3,3.0
2596,102653,2024-11-23,Billing,26.3,2.5
2597,102654,2025-09-21,Billing,1.6,4.8
2598,102654,2024-07-30,Account,21.0,4.0
2599,102654,2024-05-07,Feature,39.3,4.2
2600,102656,2025-09-17,Billing,59.5,2.1
2601,102657,2024-05-21,Billing,8.4,2.8
2602,102658,2023-04-23,Technical,16.9,4.8
2603,102658,2025-06-23,Feature,56.6,2.7
2604,102661,2025-10-25,Technical,50.1,3.1
2605,102662,2024-10-18,Feature,20.8,2.7
2606,102662,2024-07-07,Technical,9.4,4.0
2607,102663,2022-08-02,Feature,29.5,2.1
2608,102665,2022-03-11,Billing,20.4,3.0
2609,102667,2022-10-10,Technical,48.5,3.5
2610,102667,2022-11-13,Technical,58.1,2.1
2611,102669,2024-07-21,Account,18.5,3.1
2612,102669,2023-08-26,Technical,15.6,2.5
2613,102672,2022-02-11,Account,59.9,4.4
2614,102673,2023-09-02,Feature,68.5,2.9
2615,102673,2024-12-13,Technical,35.8,2.4
2616,102675,2025-10-27,Account,10.5,3.9
2617,102681,2023-08-04,Technical,60.8,2.9
2618,102681,2023-09-18,Feature,16.4,3.5
2619,102683,2022-08-06,Feature,25.2,4.0
2620,102684,2025-04-04,Account,56.7,4.7
2621,102685,2025-03-07,Feature,34.5,4.1
2622,102686,2024-05-24,Account,11.1,4.2
2623,102686,2023-10-14,Billing,25.1,3.1
2624,102687,2023-03-02,Billing,57.6,2.2
2625,102687,2022-08-21,Feature,20.3,3.6
2626,102687,2024-03-06,Account,2.0,3.5
2627,102687,2025-02-23,Feature,61.7,2.1
2628,102687,2025-04-14,Account,17.9,2.1
2629,102688,2024-02-06,Account,71.4,3.6
2630,102691,2025-02-25,Billing,66.9,4.6
2631,102692,2022-12-23,Account,11.6,3.1
2632,102694,2024-04-27,Feature,5.3,2.3
2633,102694,2024-10-04,Account,26.5,3.9
2634,102694,2024-09-28,Technical,45.0,3.6
2635,102695,2022-05-14,Technical,18.9,2.0
2636,102695,2025-07-07,Technical,18.5,2.1
2637,102696,2023-08-23,Technical,16.8,3.0
2638,102696,2024-07-11,Billing,34.1,4.6
2639,102697,2023-11-28,Account,56.6,4.1
2640,102698,2023-10-10,Technical,54.1,2.8
2641,102699,2025-10-17,Billing,64.8,3.2
2642,102702,2023-03-09,Technical,45.3,3.3
2643,102702,2023-08-03,Feature,19.0,4.7
2644,102704,2024-05-16,Account,46.1,3.8
2645,102707,2024-09-01,Account,7.3,4.5
2646,102708,2024-09-14,Billing,15.9,3.8
2647,102711,2024-06-14,Technical,16.8,3.0
2648,102711,2022-06-24,Account,66.9,5.0
2649,102712,2022-11-22,Feature,25.2,2.7
2650,102713,2023-11-05,Feature,20.9,4.9
2651,102713,2023-04-07,Technical,43.6,4.3
2652,102714,2022-07-20,Feature,27.9,2.1
2653,102715,2024-12-19,Account,69.1,3.2
2654,102716,2022-09-25,Billing,45.7,4.7
2655,102717,2024-09-19,Billing,9.6,4.9
2656,102719,2022-09-08,Technical,44.8,2.6
2657,102720,2023-08-12,Account,56.6,2.0
2658,102721,2025-07-12,Feature,58.3,2.9
2659,102722,2022-10-26,Account,63.7,2.4
2660,102725,2022-01-06,Feature,28.7,3.6
2661,102726,2025-08-19,Account,39.9,2.7
2662,102726,2024-04-10,Billing,10.1,3.1
2663,102726,2024-01-08,Feature,71.8,2.3
2664,102726,2025-04-15,Technical,41.9,2.3
2665,102730,2024-04-07,Account,34.9,4.2
2666,102732,2025-02-01,Billing,22.0,4.4
2667,102732,2022-08-16,Feature,18.3,3.8
2668,102734,2025-05-22,Technical,13.5,2.7
2669,102735,2025-05-09,Billing,53.1,3.0
2670,102736,2025-04-11,Technical,34.9,4.2
2671,102738,2025-09-09,Technical,34.6,2.1
2672,102739,2023-07-12,Feature,55.7,2.8
2673,102739,2024-04-01,Account,7.9,3.3
2674,102739,2025-03-09,Billing,68.9,3.6
2675,102740,2022-07-01,Account,55.7,2.6
2676,102741,2025-04-11,Technical,35.3,4.7
2677,102742,2024-12-08,Billing,34.3,4.6
2678,102745,2025-10-11,Feature,67.2,2.9
2679,102746,2022-10-27,Feature,7.8,2.2
2680,102749,2025-09-29,Technical,54.7,2.6
2681,102750,2022-12-28,Account,44.8,3.6
2682,102752,2023-09-29,Feature,47.7,4.1
2683,102753,2023-05-06,Account,38.9,3.4
2684,102754,2024-08-02,Account,33.4,3.5
2685,102755,2023-09-04,Technical,30.3,2.4
2686,102755,2025-09-23,Technical,65.8,4.8
2687,102755,2022-09-07,Billing,1.6,3.8
2688,102757,2022-11-06,Account,52.7,3.6
2689,102758,2025-10-12,Billing,33.3,4.0
2690,102759,2022-10-05,Account,59.1,2.6
2691,102760,2024-09-09,Technical,39.8,4.9
2692,102761,2025-01-10,Account,58.9,3.4
2693,102762,2023-10-13,Technical,13.7,4.7
2694,102763,2022-12-16,Technical,23.2,3.6
2695,102765,2022-07-24,Billing,3.9,3.0
2696,102767,2024-05-21,Billing,51.1,3.7
2697,102768,2023-11-04,Technical,61.5,2.0
2698,102768,2024-03-14,Feature,10.6,3.1
2699,102772,2025-03-09,Technical,29.9,3.5
2700,102776,2025-01-19,Technical,66.7,2.6
2701,102776,2022-11-13,Account,59.6,2.5
2702,102777,2025-07-27,Account,18.2,3.3
2703,102778,2023-06-23,Billing,37.0,3.9
2704,102778,2024-10-01,Feature,26.3,2.0
2705,102779,2023-06-10,Billing,27.0,4.7
2706,102780,2025-01-12,Feature,24.8,2.6
2707,102780,2024-03-20,Technical,23.0,2.3
2708,102780,2025-01-29,Technical,13.4,4.9
2709,102781,2022-07-02,Technical,63.5,4.0
2710,102782,2022-08-25,Feature,59.7,4.4
2711,102782,2025-10-12,Technical,49.6,2.9
2712,102782,2023-03-05,Account,59.8,2.6
2713,102783,2025-04-03,Account,26.4,4.4
2714,102784,2024-01-09,Account,35.3,3.0
2715,102787,2024-12-07,Billing,22.8,4.6
2716,102788,2023-10-26,Feature,36.9,4.7
2717,102790,2023-08-28,Account,50.6,3.7
2718,102792,2025-06-19,Technical,69.9,4.3
2719,102793,2022-09-17,Feature,8.0,4.0
2720,102794,2022-02-01,Technical,17.1,2.5
2721,102796,2023-02-10,Account,62.5,2.9
2722,102798,2023-05-09,Billing,16.0,3.6
2723,102798,2024-09-10,Technical,59.0,2.1
2724,102798,2025-10-03,Feature,40.5,4.5
2725,102799,2024-08-05,Technical,28.3,4.5
2726,102799,2025-06-27,Technical,18.6,2.1
2727,102801,2023-11-30,Feature,62.4,2.8
2728,102801,2023-06-22,Feature,41.3,2.0
2729,102802,2022-04-26,Account,69.8,3.8
2730,102803,2025-02-27,Feature,42.9,3.3
2731,102804,2022-03-17,Account,52.5,2.8
2732,102805,2025-08-16,Account,70.9,4.0
2733,102808,2022-08-10,Technical,65.2,2.2
2734,102810,2025-10-28,Account,59.9,2.6
2735,102810,2023-07-02,Technical,29.8,3.6
2736,102810,2023-08-12,Technical,38.7,4.4
2737,102811,2023-01-20,Technical,51.8,4.8
2738,102813,2025-05-01,Technical,50.8,2.5
2739,102813,2025-01-11,Technical,2.3,4.5
2740,102814,2023-12-21,Account,26.7,3.7
2741,102815,2024-08-14,Billing,56.6,3.8
2742,102815,2024-02-22,Technical,61.5,5.0
2743,102816,2024-06-26,Billing,6.7,2.7
2744,102818,2025-04-19,Technical,30.5,3.7
2745,102818,2023-02-24,Feature,44.9,3.8
2746,102818,2022-06-15,Feature,12.6,2.7
2747,102820,2024-03-14,Account,41.0,4.9
2748,102821,2024-01-05,Account,16.0,2.8
2749,102824,2023-07-11,Billing,42.8,4.3
2750,102825,2024-05-01,Feature,5.5,4.3
2751,102825,2025-05-07,Feature,65.0,3.9
2752,102826,2022-08-10,Feature,5.0,3.7
2753,102828,2024-03-10,Billing,10.8,4.2
2754,102830,2022-09-23,Billing,34.7,4.1
2755,102831,2024-11-25,Account,5.3,4.2
2756,102831,2024-02-23,Billing,47.4,2.3
2757,102832,2024-12-11,Billing,4.1,4.1
2758,102833,2025-05-23,Account,18.1,2.8
2759,102835,2025-05-06,Billing,66.7,3.1
2760,102836,2024-04-28,Billing,41.8,3.5
2761,102836,2022-06-25,Billing,26.0,2.0
2762,102836,2023-03-01,Account,10.2,3.9
2763,102837,2024-03-09,Account,33.9,2.9
2764,102838,2024-03-09,Billing,25.0,3.6
2765,102838,2022-05-27,Billing,24.4,2.7
2766,102839,2025-07-21,Feature,46.3,2.1
2767,102844,2022-09-05,Account,16.2,2.9
2768,102846,2023-08-31,Technical,22.4,2.6
2769,102847,2024-03-31,Feature,56.7,4.5
2770,102848,2025-02-11,Feature,9.4,4.4
2771,102852,2022-04-25,Feature,9.4,3.5
2772,102852,2022-03-02,Account,7.1,4.9
2773,102856,2025-03-26,Technical,27.5,4.8
2774,102856,2022-11-10,Technical,3.8,2.1
2775,102856,2024-11-15,Feature,19.4,3.2
2776,102857,2023-08-21,Feature,30.8,3.5
2777,102858,2022-01-26,Feature,8.2,4.7
2778,102858,2024-05-19,Billing,25.4,4.6
2779,102861,2022-11-16,Feature,29.7,2.8
2780,102861,2024-03-05,Billing,26.0,4.9
2781,102862,2024-09-09,Technical,30.3,4.8
2782,102865,2024-12-17,Account,66.7,2.3
2783,102866,2022-07-10,Feature,13.5,4.2
2784,102868,2022-12-06,Feature,46.0,3.6
2785,102869,2022-04-22,Billing,32.5,3.0
2786,102871,2024-09-19,Account,56.9,2.2
2787,102871,2024-10-03,Account,31.0,3.2
2788,102872,2024-04-10,Billing,2.1,4.3
2789,102874,2024-08-28,Billing,8.0,2.3
2790,102876,2022-03-28,Account,24.5,3.7
2791,102877,2022-03-27,Technical,31.2,3.6
2792,102878,2024-11-25,Account,41.0,4.2
2793,102879,2022-12-09,Account,49.3,5.0
2794,102880,2022-04-03,Technical,32.1,3.5
2795,102880,2023-04-06,Technical,38.8,2.1
2796,102882,2022-02-18,Account,39.5,2.4
2797,102883,2025-06-21,Billing,41.8,4.2
2798,102883,2022-07-25,Account,68.7,2.8
2799,102884,2022-04-07,Technical,27.6,4.1
2800,102884,2025-02-13,Technical,4.0,4.4
2801,102884,2024-05-11,Technical,3.5,2.9
2802,102884,2023-10-24,Technical,3.1,2.4
2803,102886,2023-09-30,Feature,71.0,3.9
2804,102887,2022-02-20,Technical,12.4,3.7
2805,102887,2023-07-16,Account,15.9,2.7
2806,102888,2025-04-04,Technical,30.9,3.5
2807,102890,2023-08-02,Technical,38.4,2.2
2808,102890,2022-11-09,Billing,63.8,4.1
2809,102891,2024-11-05,Billing,49.6,4.4
2810,102891,2024-05-16,Account,44.5,3.5
2811,102893,2025-07-16,Billing,49.6,3.0
2812,102895,2024-02-29,Technical,32.9,4.6
2813,102896,2024-03-29,Technical,38.6,2.1
2814,102897,2022-04-25,Technical,60.5,2.9
2815,102897,2022-10-09,Feature,52.3,3.7
2816,102903,2023-01-04,Feature,48.0,3.3
2817,102904,2025-05-29,Feature,41.3,5.0
2818,102906,2023-08-24,Feature,50.5,2.1
2819,102907,2024-10-06,Account,7.7,4.2
2820,102907,2025-06-19,Feature,28.4,3.3
2821,102908,2023-10-26,Billing,29.4,4.2
2822,102909,2025-07-30,Billing,60.0,3.0
2823,102910,2023-06-28,Account,49.9,4.4
2824,102911,2025-09-25,Technical,4.1,3.2
2825,102912,2025-02-13,Feature,43.7,3.8
2826,102913,2023-08-14,Billing,3.2,3.8
2827,102916,2023-01-07,Feature,29.7,4.1
2828,102918,2022-07-20,Billing,45.6,3.3
2829,102919,2022-07-04,Billing,57.1,3.3
2830,102920,2025-08-23,Feature,52.2,4.2
2831,102920,2022-02-06,Technical,4.4,3.1
2832,102920,2025-03-07,Billing,66.8,3.1
2833,102921,2022-03-08,Account,32.3,2.5
2834,102921,2024-11-19,Billing,60.0,3.9
2835,102921,2022-08-23,Billing,42.2,2.4
2836,102923,2023-11-18,Account,47.0,3.5
2837,102924,2022-09-29,Technical,25.5,4.6
2838,102924,2023-11-15,Technical,42.3,2.8
2839,102925,2023-01-21,Technical,38.4,2.6
2840,102926,2022-03-11,Feature,68.4,2.6
2841,102927,2025-10-28,Technical,71.6,2.0
2842,102927,2024-06-23,Feature,53.1,3.1
2843,102928,2024-10-24,Account,59.2,4.0
2844,102928,2023-02-23,Feature,4.8,3.3
2845,102929,2024-08-09,Feature,68.0,4.8
2846,102929,2025-07-02,Technical,71.1,3.3
2847,102929,2024-01-13,Feature,40.3,3.4
2848,102931,2023-10-31,Billing,1.6,4.2
2849,102932,2025-04-06,Technical,35.6,4.7
2850,102933,2023-04-23,Billing,37.6,4.3
2851,102934,2022-04-15,Account,29.1,2.4
2852,102936,2024-07-25,Account,48.7,3.6
2853,102936,2023-01-02,Billing,42.2,3.7
2854,102936,2024-12-11,Feature,10.3,3.8
2855,102936,2023-02-22,Billing,15.8,4.3
2856,102938,2025-08-22,Technical,58.8,4.7
2857,102938,2025-06-02,Feature,59.4,3.3
2858,102938,2025-03-06,Technical,11.7,3.1
2859,102943,2022-01-05,Feature,60.5,2.9
2860,102947,2024-04-23,Billing,38.8,4.1
2861,102947,2025-08-21,Account,38.2,2.5
2862,102948,2025-05-02,Feature,47.5,3.0
2863,102949,2024-03-24,Technical,71.3,4.9
2864,102950,2022-07-08,Account,13.2,4.0
2865,102950,2025-03-22,Account,3.3,2.5
2866,102951,2024-02-02,Account,47.2,4.1
2867,102952,2024-04-02,Account,58.0,4.1
2868,102952,2025-10-19,Billing,66.9,4.6
2869,102952,2024-06-05,Technical,23.9,4.5
2870,102953,2025-01-23,Billing,4.4,4.4
2871,102953,2024-03-03,Account,30.2,2.4
2872,102953,2023-07-25,Account,42.1,3.9
2873,102957,2024-04-11,Feature,10.2,3.0
2874,102958,2025-10-06,Billing,69.3,2.8
2875,102959,2023-06-07,Account,5.9,2.8
2876,102960,2022-03-11,Technical,51.9,4.7
2877,102960,2023-09-13,Billing,41.8,4.7
2878,102960,2024-04-27,Billing,31.3,4.6
2879,102960,2024-03-02,Technical,45.7,3.9
2880,102963,2025-10-05,Billing,12.8,2.5
2881,102963,2025-03-03,Billing,17.4,4.0
2882,102963,2024-03-27,Billing,67.0,3.6
2883,102964,2024-10-13,Technical,12.0,2.7
2884,102965,2024-09-06,Account,28.1,4.5
2885,102966,2024-04-15,Technical,51.0,3.3
2886,102966,2025-05-06,Account,19.2,3.8
2887,102967,2024-09-03,Billing,48.6,2.4
2888,102968,2025-06-25,Technical,45.0,3.0
2889,102968,2023-12-16,Account,35.5,4.9
2890,102970,2023-02-26,Billing,5.1,2.7
2891,102970,2024-10-23,Billing,41.0,4.8
2892,102970,2023-01-03,Technical,5.8,2.6
2893,102970,2024-02-14,Billing,45.9,3.9
2894,102971,2025-08-12,Account,14.2,3.7
2895,102972,2023-07-03,Billing,60.2,3.9
2896,102976,2022-12-28,Account,47.5,3.1
2897,102977,2022-01-15,Technical,3.8,3.4
2898,102978,2025-10-29,Account,17.5,2.4
2899,102981,2023-02-14,Billing,64.4,4.3
2900,102981,2022-04-14,Account,71.6,4.4
2901,102982,2022-12-07,Feature,67.0,2.5
2902,102982,2022-07-30,Billing,9.6,2.6
2903,102982,2023-10-28,Technical,51.9,4.4
2904,102986,2024-08-17,Technical,66.9,4.0
2905,102988,2024-10-29,Feature,20.3,2.8
2906,102989,2023-04-08,Billing,7.6,3.9
2907,102992,2025-10-09,Account,13.7,3.5
2908,102993,2022-01-09,Feature,71.2,3.8
2909,102993,2022-02-04,Technical,42.2,2.3
2910,102995,2025-03-09,Account,38.1,2.5
2911,102996,2023-01-01,Technical,37.5,4.0
2912,103000,2025-10-13,Account,19.2,4.0
2913,103001,2025-04-02,Account,43.2,4.9
2914,103001,2022-01-28,Billing,59.1,3.9
2915,103002,2022-08-04,Technical,27.5,3.1
2916,103004,2022-02-18,Feature,21.7,4.6
2917,103007,2025-09-19,Feature,22.8,4.5
2918,103008,2025-10-03,Feature,14.9,2.5
2919,103008,2022-10-18,Technical,5.5,4.4
2920,103008,2022-06-16,Feature,5.3,3.8
2921,103009,2023-12-21,Feature,46.7,3.9
2922,103011,2023-03-31,Billing,35.1,4.2
2923,103012,2023-02-21,Billing,69.8,3.3
2924,103014,2023-10-10,Billing,19.9,4.6
2925,103014,2024-02-06,Account,61.4,2.0
2926,103017,2025-01-06,Feature,43.8,5.0
2927,103017,2023-02-25,Account,7.2,2.9
2928,103019,2022-09-07,Technical,32.0,4.9
2929,103020,2024-07-12,Feature,21.6,3.5
2930,103020,2022-03-17,Billing,36.7,3.4
2931,103022,2023-05-08,Feature,8.6,4.2
2932,103024,2025-10-23,Feature,50.0,2.5
2933,103026,2025-07-07,Feature,39.0,5.0
2934,103027,2024-07-10,Account,3.4,4.6
2935,103027,2022-02-15,Technical,43.1,3.3
2936,103027,2025-02-14,Billing,16.9,3.0
2937,103027,2022-10-25,Billing,58.7,3.6
2938,103028,2023-10-26,Feature,44.0,4.0
2939,103030,2023-08-27,Billing,7.3,4.2
2940,103030,2025-01-02,Feature,37.3,2.9
2941,103030,2022-02-22,Billing,48.2,4.8
2942,103030,2025-08-04,Feature,13.8,2.3
2943,103031,2025-06-08,Billing,62.4,4.0
2944,103031,2024-06-20,Feature,30.6,4.6
2945,103032,2023-04-28,Billing,36.4,4.0
2946,103032,2025-10-05,Technical,18.2,3.6
2947,103034,2025-01-21,Billing,63.3,3.6
2948,103034,2022-08-10,Billing,70.1,4.9
2949,103036,2023-02-12,Feature,70.0,2.7
2950,103036,2025-09-25,Account,28.1,2.4
2951,103042,2025-05-08,Billing,27.8,3.3
2952,103044,2024-07-14,Billing,3.4,4.3
2953,103046,2023-06-22,Billing,61.2,3.0
2954,103046,2025-04-12,Billing,66.8,3.7
2955,103047,2025-01-02,Account,8.2,3.5
2956,103047,2024-05-14,Account,32.7,2.9
2957,103047,2023-05-22,Billing,14.8,2.2
2958,103048,2024-05-17,Feature,41.6,3.0
2959,103048,2022-02-27,Feature,58.3,2.5
2960,103050,2022-06-04,Technical,51.7,2.9
2961,103050,2024-07-04,Technical,25.3,2.4
2962,103050,2024-03-30,Account,69.0,3.9
2963,103052,2024-03-31,Account,7.9,3.1
2964,103053,2025-03-12,Account,27.4,2.6
2965,103053,2022-06-17,Billing,34.6,3.0
2966,103054,2022-06-04,Technical,13.8,4.4
2967,103054,2023-01-15,Account,18.5,4.7
2968,103054,2022-02-13,Feature,52.5,4.0
2969,103056,2023-07-27,Account,61.0,5.0
2970,103057,2024-07-14,Feature,44.5,3.2
2971,103058,2023-02-22,Technical,52.8,3.7
2972,103058,2025-09-05,Account,35.1,3.6
2973,103060,2025-05-08,Billing,24.3,4.9
2974,103060,2023-01-28,Technical,38.2,3.1
2975,103060,2022-02-05,Billing,9.0,4.8
2976,103061,2024-01-04,Feature,46.1,4.4
2977,103062,2022-03-14,Feature,59.3,3.2
2978,103062,2022-06-21,Technical,36.6,2.3
2979,103063,2025-03-11,Account,55.6,2.3
2980,103065,2023-06-05,Account,43.9,2.7
2981,103066,2024-02-05,Technical,18.5,4.5
2982,103066,2023-05-02,Technical,70.2,3.5
2983,103069,2025-08-23,Technical,68.7,3.2
2984,103069,2023-02-25,Feature,47.2,4.5
2985,103069,2022-07-01,Billing,67.6,2.3
2986,103070,2023-04-28,Account,47.1,4.8
2987,103071,2023-08-06,Technical,2.1,2.4
2988,103071,2023-05-05,Feature,2.4,3.1
2989,103071,2025-08-20,Technical,35.7,4.3
2990,103071,2023-01-31,Feature,43.7,3.0
2991,103072,2024-01-23,Feature,35.1,3.3
2992,103073,2023-09-06,Feature,38.3,2.0
2993,103074,2023-03-26,Billing,62.1,3.1
2994,103075,2022-02-16,Account,57.2,3.5
2995,103078,2024-10-02,Technical,47.0,2.4
2996,103079,2022-07-29,Billing,12.3,4.8
2997,103079,2023-07-23,Account,41.4,3.1
2998,103082,2025-07-16,Account,43.8,3.1
2999,103083,2025-07-23,Feature,21.3,2.9
3000,103084,2022-05-01,Feature,59.3,4.6
3001,103086,2022-06-03,Technical,34.7,3.9
3002,103086,2022-03-02,Account,36.1,2.7
3003,103086,2022-08-27,Technical,39.0,2.8
3004,103087,2024-04-23,Technical,59.9,2.6
3005,103087,2023-06-24,Technical,60.4,2.0
3006,103087,2025-06-09,Billing,56.3,4.7
3007,103088,2023-02-09,Account,46.3,2.1
3008,103091,2022-02-11,Technical,34.9,4.3
3009,103091,2022-03-02,Account,4.3,2.4
3010,103092,2024-05-26,Technical,8.8,4.7
3011,103093,2022-11-18,Technical,19.5,3.2
3012,103093,2025-10-27,Technical,66.9,3.2
3013,103095,2025-05-27,Account,39.0,2.4
3014,103096,2023-10-26,Billing,13.5,3.8
3015,103097,2024-01-06,Account,65.1,4.1
3016,103098,2025-07-23,Account,25.4,4.8
3017,103099,2024-08-21,Feature,43.6,3.9
3018,103099,2023-07-09,Billing,70.0,3.7
3019,103100,2025-08-06,Feature,44.0,4.1
3020,103104,2025-05-22,Account,1.3,3.7
3021,103104,2023-12-11,Feature,9.1,4.6
3022,103105,2025-01-29,Billing,24.8,4.2
3023,103106,2022-12-06,Account,65.9,3.3
3024,103106,2023-01-07,Account,53.9,2.1
3025,103106,2024-10-01,Billing,61.7,2.4
3026,103107,2022-07-13,Billing,22.7,4.4
3027,103107,2022-11-14,Billing,50.1,4.4
3028,103108,2025-01-24,Technical,56.8,4.9
3029,103109,2023-02-28,Account,69.4,4.8
3030,103109,2025-09-11,Account,14.3,3.3
3031,103111,2024-09-30,Technical,65.8,2.6
3032,103112,2024-09-18,Account,39.2,3.3
3033,103112,2022-04-24,Account,8.2,4.6
3034,103112,2025-09-01,Billing,29.7,4.4
3035,103113,2022-07-21,Feature,34.5,2.2
3036,103114,2023-09-01,Technical,25.3,5.0
3037,103115,2023-08-06,Billing,32.7,3.0
3038,103115,2025-06-26,Technical,34.6,4.4
3039,103116,2022-05-07,Technical,44.4,3.3
3040,103116,2023-05-30,Technical,45.6,4.0
3041,103117,2023-10-06,Technical,71.8,4.4
3042,103119,2023-03-24,Feature,31.2,2.7
3043,103119,2025-04-02,Technical,30.7,2.1
3044,103121,2022-04-30,Account,28.3,2.3
3045,103122,2024-04-26,Technical,43.0,2.6
3046,103124,2024-03-11,Feature,49.1,3.3
3047,103124,2024-04-03,Billing,47.2,4.8
3048,103125,2025-06-10,Account,61.7,3.2
3049,103126,2023-12-11,Billing,37.8,3.8
3050,103126,2022-04-12,Technical,54.6,2.9
3051,103128,2025-09-03,Billing,8.4,4.1
3052,103130,2022-10-31,Technical,16.8,2.7
3053,103131,2024-07-31,Billing,15.7,3.1
3054,103131,2022-06-26,Account,23.1,3.0
3055,103134,2025-08-20,Account,29.2,4.9
3056,103136,2025-03-23,Account,53.0,2.6
3057,103136,2025-01-07,Feature,37.8,2.4
3058,103137,2025-03-03,Account,44.7,4.5
3059,103138,2022-10-22,Billing,62.6,2.9
3060,103139,2024-02-05,Feature,16.0,4.5
3061,103139,2022-02-10,Technical,43.7,4.5
3062,103140,2025-08-23,Billing,46.8,2.9
3063,103141,2025-03-14,Account,69.5,2.7
3064,103142,2023-08-22,Technical,62.0,4.4
